,10K,10Q,8K,cik,exchanges,firm_name,fiscal_end,sic_code,sic_description,tickers
194,1.0,1.0,1.0,0000704440,['Nasdaq'],"KORU Medical Systems, Inc.",1231,3841,Surgical & Medical Instruments & Apparatus,['KRMD']
195,0.0,0.0,0.0,0001874981,[''],USA Acquisition Corp.,1231,6770,Blank Checks,['USAX']
196,1.0,1.0,1.0,0000890394,['Nasdaq'],Peraso Inc.,1231,3674,Semiconductors & Related Devices,['PRSO']
197,1.0,1.0,1.0,0001475841,['NYSE'],National Bank Holdings Corp,1231,6021,National Commercial Banks,['NBHC']
198,0.0,0.0,0.0,0001785343,[''],"Freehold Properties, Inc.",1231,6500,Real Estate,['FHP']
199,0.0,0.0,0.0,0001821534,['OTC'],"Exodus Movement, Inc.",1231,6199,Finance Services,['EXOD']
200,1.0,1.0,1.0,0001620393,['NYSE'],"NexPoint Residential Trust, Inc.",1231,6798,Real Estate Investment Trusts,['NXRT']
201,1.0,1.0,1.0,0001599407,['NYSE'],1847 Holdings LLC,1231,8742,Services-Management Consulting Services,['EFSH']
202,0.0,0.0,0.0,0001017413,['NYSE'],CANADIAN NATURAL RESOURCES LTD,1231,1311,Crude Petroleum & Natural Gas,['CNQ']
203,0.0,0.0,1.0,0000883412,['NYSE'],"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",1031,,,['MYI']
204,1.0,1.0,1.0,0001851266,"['Nasdaq', 'Nasdaq', 'Nasdaq']",LF Capital Acquisition Corp. II,1231,6770,Blank Checks,"['LFAC', 'LFACU', 'LFACW']"
205,1.0,1.0,1.0,0001095981,['Nasdaq'],"PLUS THERAPEUTICS, INC.",1231,3841,Surgical & Medical Instruments & Apparatus,['PSTV']
206,1.0,1.0,1.0,0000709337,['Nasdaq'],FARMERS NATIONAL BANC CORP /OH/,1231,6022,State Commercial Banks,['FMNB']
207,1.0,1.0,1.0,0001598646,['Nasdaq'],"Minerva Neurosciences, Inc.",1231,2834,Pharmaceutical Preparations,['NERV']
208,0.0,0.0,0.0,0001748669,[''],Priam Properties Inc.,1231,6798,Real Estate Investment Trusts,['PRMI']
209,0.0,0.0,0.0,0001059213,['OTC'],DIVIDEND & INCOME FUND,1231,0000,,['DNIF']
210,1.0,1.0,1.0,0001432133,['Nasdaq'],KALTURA INC,1231,7372,Services-Prepackaged Software,['KLTR']
211,1.0,1.0,1.0,0001511161,['OTC'],ASTIKA HOLDINGS INC.,1231,3652,Phonograph Records & Prerecorded Audio Tapes & Disks,['ASKH']
212,1.0,1.0,1.0,0001866816,"['Nasdaq', 'Nasdaq']",OmniLit Acquisition Corp.,1231,6770,Blank Checks,"['OLIT', 'OLITW']"
213,1.0,1.0,1.0,0000095029,['NYSE'],STURM RUGER & CO INC,1231,3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",['RGR']
214,1.0,1.0,1.0,0001386301,['Nasdaq'],"Research Solutions, Inc.",0630,7389,"Services-Business Services, NEC",['RSSS']
215,1.0,1.0,1.0,0001478320,['Nasdaq'],Adaptive Biotechnologies Corp,1231,2836,"Biological Products, (No Diagnostic Substances)",['ADPT']
216,1.0,1.0,1.0,0001501862,['OTC'],"Empire Global Gaming, Inc.",1231,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",['EPGG']
217,1.0,1.0,1.0,0001622879,['OTC'],"Medicine Man Technologies, Inc.",1231,8742,Services-Management Consulting Services,['SHWZ']
218,1.0,1.0,1.0,0001048286,['Nasdaq'],MARRIOTT INTERNATIONAL INC /MD/,1231,7011,Hotels & Motels,['MAR']
219,1.0,1.0,1.0,0000008063,"['Nasdaq', 'OTC']",ASTRONICS CORP,1231,3728,"Aircraft Parts & Auxiliary Equipment, NEC","['ATRO', 'ATROB']"
220,1.0,1.0,1.0,0001421461,['NYSE'],"Intrepid Potash, Inc.",1231,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),['IPI']
221,1.0,1.0,1.0,0000806592,['OTC'],"SUNWIN STEVIA INTERNATIONAL, INC.",0430,2834,Pharmaceutical Preparations,['SUWN']
222,1.0,1.0,1.0,0001868275,['Nasdaq'],Constellation Energy Corp,1231,4911,Electric Services,['CEG']
223,1.0,1.0,1.0,0000775368,['NYSE'],ALLEGHANY CORP /DE,1231,6331,"Fire, Marine & Casualty Insurance",['Y']
224,1.0,1.0,1.0,0001747748,['Nasdaq'],Qualtrics International Inc.,1231,7372,Services-Prepackaged Software,['XM']
225,0.0,0.0,1.0,0000846676,['NYSE'],"ABRDN EMERGING MARKETS EQUITY INCOME FUND, INC.",1231,,,['AEF']
226,1.0,1.0,1.0,0000717954,['NYSE'],UNIFIRST CORP,0829,7200,Services-Personal Services,['UNF']
227,1.0,1.0,1.0,0001381240,['OTC'],GSRX INDUSTRIES INC.,1231,5400,Retail-Food Stores,['GSRX']
228,1.0,1.0,1.0,0001541401,['NYSE'],"Empire State Realty Trust, Inc.",1231,6798,Real Estate Investment Trusts,['ESRT']
229,1.0,1.0,1.0,0001528172,['OTC'],"ENDONOVO THERAPEUTICS, INC.",1231,2834,Pharmaceutical Preparations,['ENDV']
230,1.0,1.0,1.0,0001136352,"['NYSE', 'NYSE']",Crestwood Equity Partners LP,1231,4923,Natural Gas Transmisison & Distribution,"['CEQP', 'CEQP-P']"
231,1.0,1.0,1.0,0001328581,['NYSE'],BOISE CASCADE Co,1231,5030,Wholesale-Lumber & Other Construction Materials,['BCC']
232,1.0,1.0,1.0,0001679082,['NYSE'],Myovant Sciences Ltd.,0331,2834,Pharmaceutical Preparations,['MYOV']
233,1.0,1.0,1.0,0001088034,['Nasdaq'],"Usio, Inc.",1231,6099,"Functions Related To Depository Banking, NEC",['USIO']
234,1.0,1.0,1.0,0001818874,['Nasdaq'],"SoFi Technologies, Inc.",1231,6199,Finance Services,['SOFI']
235,1.0,1.0,1.0,0001119807,['OTC'],LEGACY CARE PARTNERS INC.,1231,3089,"Plastics Products, NEC",['ENCC']
236,1.0,1.0,1.0,0001861541,"['NYSE', 'NYSE', 'NYSE']",Pegasus Digital Mobility Acquisition Corp.,1231,6770,Blank Checks,"['PGSS', 'PGSS-WT', 'PGSS-UN']"
237,1.0,1.0,1.0,0001707910,['Nasdaq'],"Reborn Coffee, Inc.",1231,5812,Retail-Eating  Places,['REBN']
238,1.0,1.0,1.0,0001039280,['Nasdaq'],NETSOL TECHNOLOGIES INC,0630,7372,Services-Prepackaged Software,['NTWK']
239,1.0,1.0,1.0,0001704795,['OTC'],"Bantec, Inc.",0930,3721,Aircraft,['BANT']
240,0.0,0.0,0.0,0001712641,['OTC'],Biofrontera AG,1231,2834,Pharmaceutical Preparations,['BFFTF']
241,1.0,1.0,1.0,0000918251,['Nasdaq'],MOTORCAR PARTS OF AMERICA INC,0331,3714,Motor Vehicle Parts & Accessories,['MPAA']
242,1.0,1.0,1.0,0001567925,[''],"Sila Realty Trust, Inc.",1231,6798,Real Estate Investment Trusts,['CVMCA']
243,0.0,0.0,0.0,0001735532,[''],"Tony Fun, Inc.",1231,6500,Real Estate,['TONY']
244,1.0,1.0,1.0,0001635650,['Nasdaq'],Green Plains Partners LP,1231,2860,Industrial Organic Chemicals,['GPP']
245,1.0,1.0,1.0,0001177648,['Nasdaq'],ENANTA PHARMACEUTICALS INC,0930,2834,Pharmaceutical Preparations,['ENTA']
246,1.0,1.0,1.0,0001460602,['Nasdaq'],Orgenesis Inc.,1231,2834,Pharmaceutical Preparations,['ORGS']
247,1.0,1.0,1.0,0001371782,['NYSE'],MV Oil Trust,1231,1311,Crude Petroleum & Natural Gas,['MVO']
248,1.0,1.0,1.0,0001768267,['Nasdaq'],Cerence Inc.,0930,7372,Services-Prepackaged Software,['CRNC']
249,1.0,1.0,1.0,0001310291,['OTC'],"PSYCHECEUTICAL BIOSCIENCE, INC.",1231,6199,Finance Services,['BWVI']
250,0.0,0.0,1.0,0000058411,['OTC'],"Lee Pharmaceuticals, Inc.",1231,7374,Services-Computer Processing & Data Preparation,['LPHM']
251,1.0,1.0,1.0,0000010795,"['NYSE', 'NYSE']",BECTON DICKINSON & CO,0930,3841,Surgical & Medical Instruments & Apparatus,"['BDX', 'BDXB']"
252,0.0,0.0,0.0,0001779476,['Nasdaq'],36Kr Holdings Inc.,1231,7389,"Services-Business Services, NEC",['KRKR']
253,1.0,1.0,1.0,0001845337,['Nasdaq'],"Day One Biopharmaceuticals, Inc.",1231,2834,Pharmaceutical Preparations,['DAWN']
254,1.0,1.0,1.0,0000050471,['Nasdaq'],PARK CITY GROUP INC,0630,7374,Services-Computer Processing & Data Preparation,['PCYG']
255,0.0,0.0,0.0,0001870079,[''],Silver Sustainable Solutions Corp.,1231,6770,Blank Checks,['SSSC']
256,1.0,1.0,1.0,0001799788,['Nasdaq'],"Greenwich LifeSciences, Inc.",1231,2834,Pharmaceutical Preparations,['GLSI']
257,1.0,1.0,1.0,0001593548,['NYSE'],"PlayAGS, Inc.",1231,3990,Miscellaneous Manufacturing Industries,['AGS']
258,1.0,1.0,1.0,0000040888,['NYSE'],"AEROJET ROCKETDYNE HOLDINGS, INC.",1231,3760,Guided Missiles & Space Vehicles & Parts,['AJRD']
259,1.0,1.0,1.0,0001362004,['Nasdaq'],"ICF International, Inc.",1231,8742,Services-Management Consulting Services,['ICFI']
260,0.0,0.0,0.0,0001782594,['Nasdaq'],Genetron Holdings Ltd,1231,8071,Services-Medical Laboratories,['GTH']
261,0.0,0.0,0.0,0001001085,"['NYSE', 'NYSE', 'NYSE']",BROOKFIELD ASSET MANAGEMENT INC.,1231,6512,Opeators of  Nonresidential Buildings,"['BAM', 'BAMI', 'BAMH']"
262,1.0,1.0,1.0,0000944745,['Nasdaq'],"CIVISTA BANCSHARES, INC.",1231,6022,State Commercial Banks,['CIVB']
263,1.0,1.0,1.0,0001713683,['Nasdaq'],"Zscaler, Inc.",0731,7371,Services-Computer Programming Services,['ZS']
264,0.0,0.0,0.0,0001684688,['OTC'],Jupiter Gold Corp,1231,1040,Gold and Silver Ores,['JUPGF']
265,0.0,0.0,0.0,0001795251,['Nasdaq'],Nano-X Imaging Ltd.,1231,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,['NNOX']
266,1.0,1.0,1.0,0001590364,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq']",Fortress Transportation & Infrastructure Investors LLC,1231,7350,Services-Miscellaneous Equipment Rental & Leasing,"['FTAI', 'FTAIP', 'FTAIO', 'FTAIN']"
267,0.0,0.0,1.0,0001383441,['NYSE'],Virtus Equity & Convertible Income Fund,0131,,,['NIE']
268,1.0,1.0,1.0,0001784440,[''],Nowtransit Inc,0831,7374,Services-Computer Processing & Data Preparation,['NOTR']
269,1.0,1.0,1.0,0001000694,['Nasdaq'],NOVAVAX INC,1231,2836,"Biological Products, (No Diagnostic Substances)",['NVAX']
270,1.0,1.0,1.0,0001757898,['NYSE'],STERIS plc,0331,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",['STE']
271,1.0,1.0,1.0,0001086303,['OTC'],Heyu Biological Technology Corp,1231,2833,Medicinal Chemicals & Botanical Products,['HYBT']
272,0.0,0.0,0.0,0000891478,"['NYSE', 'OTC']","Banco Santander, S.A.",1231,6029,"Commercial Banks, NEC","['SAN', 'BCDRF']"
273,1.0,1.0,1.0,0000311094,['Nasdaq'],WESTAMERICA BANCORPORATION,1231,6021,National Commercial Banks,['WABC']
274,1.0,1.0,1.0,0001691936,"['Nasdaq', 'Nasdaq']","STRYVE FOODS, INC.",1231,2000,Food and Kindred Products,"['SNAX', 'SNAXW']"
275,0.0,0.0,0.0,0001743971,['NYSE'],MOGU Inc.,0331,7389,"Services-Business Services, NEC",['MOGU']
276,0.0,0.0,1.0,0001137390,['NYSE'],BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,1031,,,['BNY']
277,1.0,1.0,1.0,0001408075,['NYSE'],GRAPHIC PACKAGING HOLDING CO,1231,2650,Paperboard Containers & Boxes,['GPK']
278,0.0,0.0,0.0,0001438569,"['Nasdaq', 'OTC', 'OTC', 'OTC']",Grifols SA,,2834,Pharmaceutical Preparations,"['GRFS', 'GIFOF', 'GIKLY', 'GIFLF']"
279,1.0,1.0,1.0,0000815097,['NYSE'],CARNIVAL CORP,1130,4400,Water Transportation,['CCL']
280,1.0,1.0,1.0,0001841661,"['Nasdaq', 'Nasdaq', 'Nasdaq']",AF Acquisition Corp.,1231,6770,Blank Checks,"['AFAQ', 'AFAQW', 'AFAQU']"
281,1.0,1.0,1.0,0000013156,['OTC'],"Galaxy Gaming, Inc.",1231,7900,Services-Amusement & Recreation Services,['GLXZ']
282,1.0,1.0,1.0,0000014693,"['NYSE', 'NYSE']",BROWN FORMAN CORP,0430,2080,Beverages,"['BF-B', 'BF-A']"
283,1.0,1.0,1.0,0001757932,['NYSE'],"Romeo Power, Inc.",1231,3714,Motor Vehicle Parts & Accessories,['RMO']
284,1.0,1.0,1.0,0001069308,['Nasdaq'],Acer Therapeutics Inc.,1231,2834,Pharmaceutical Preparations,['ACER']
285,1.0,1.0,1.0,0001475115,['NYSE'],"Eventbrite, Inc.",1231,7370,"Services-Computer Programming, Data Processing, Etc.",['EB']
286,0.0,0.0,1.0,0001517518,['NYSE'],ClearBridge Energy Midstream Opportunity Fund Inc.,1130,,,['EMO']
287,1.0,1.0,1.0,0001043219,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",ANNALY CAPITAL MANAGEMENT INC,1231,6798,Real Estate Investment Trusts,"['NLY', 'NLY-PF', 'NLY-PG', 'NLY-PI']"
288,1.0,1.0,1.0,0000884380,['OTC'],"1812 Brewing Company, Inc.",1231,7389,"Services-Business Services, NEC",['KEGS']
289,1.0,1.0,1.0,0001854463,"['Nasdaq', 'Nasdaq']",WinVest Acquisition Corp.,1231,6770,Blank Checks,"['WINV', 'WINVW']"
290,1.0,1.0,1.0,0000005981,['NYSE'],AMERICAN VANGUARD CORP,1231,2870,Agricultural Chemicals,['AVD']
291,0.0,0.0,0.0,0001449580,[''],United Industrial Corp Ltd,,,,['UILCY']
292,0.0,0.0,0.0,0001504764,['NYSE'],Grupo Aval Acciones Y Valores S.A.,1231,6029,"Commercial Banks, NEC",['AVAL']
293,1.0,1.0,1.0,0001742927,"['Nasdaq', 'Nasdaq']","REVIVA PHARMACEUTICALS HOLDINGS, INC.",1231,2834,Pharmaceutical Preparations,"['RVPH', 'RVPHW']"
294,1.0,1.0,1.0,0001750019,['Nasdaq'],TCR2 THERAPEUTICS INC.,1231,2836,"Biological Products, (No Diagnostic Substances)",['TCRR']
295,1.0,1.0,1.0,0001374328,['OTC'],"FITLIFE BRANDS, INC.",1231,2833,Medicinal Chemicals & Botanical Products,['FTLF']
296,0.0,0.0,0.0,0001847408,[''],Mericsson Acquisition Corp,1231,6770,Blank Checks,['MLXA']
297,1.0,1.0,1.0,0001552743,['OTC'],UNIVERSAL GLOBAL HUB INC.,1231,6770,Blank Checks,['UGHB']
298,1.0,1.0,1.0,0000854775,['Nasdaq'],DIGI INTERNATIONAL INC,0930,3576,Computer Communications Equipment,['DGII']
299,1.0,1.0,1.0,0001752474,['OTC'],KLDiscovery Inc.,1231,7370,"Services-Computer Programming, Data Processing, Etc.",['KLDI']
300,1.0,1.0,1.0,0001841925,"['Nasdaq', 'Nasdaq']","indie Semiconductor, Inc.",1231,3674,Semiconductors & Related Devices,"['INDI', 'INDIW']"
301,0.0,0.0,0.0,0001584425,['NYSE'],Tricon Residential Inc.,1231,6510,Real Estate Operators (No Developers) & Lessors,['TCN']
302,1.0,1.0,1.0,0001505732,['Nasdaq'],"Bankwell Financial Group, Inc.",1231,6022,State Commercial Banks,['BWFG']
303,0.0,0.0,0.0,0001340677,['NYSE'],SILVERCORP METALS INC,,1040,Gold and Silver Ores,['SVM']
304,1.0,1.0,1.0,0001844224,"['NYSE', 'NYSE']",FREYR Battery,1231,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies","['FREY', 'FREY-WT']"
305,0.0,0.0,0.0,0001554697,['NYSE'],"PGIM Global High Yield Fund, Inc.",0731,,,['GHY']
306,1.0,1.0,1.0,0001763329,['OTC'],"Mycotopia Therapies, Inc.",1231,5141,"Wholesale-Groceries, General Line",['TPIA']
307,1.0,1.0,1.0,0001828105,"['NYSE', 'NYSE']",Hippo Holdings Inc.,1231,6331,"Fire, Marine & Casualty Insurance","['HIPO', 'HIPO-WT']"
308,1.0,1.0,1.0,0001705110,['Nasdaq'],Angi Inc.,1231,7310,Services-Advertising,['ANGI']
309,1.0,1.0,1.0,0001351573,['OTC'],"Pure Harvest Corporate Group, Inc.",1231,2833,Medicinal Chemicals & Botanical Products,['PHCG']
310,1.0,1.0,1.0,0001285819,['Nasdaq'],OMEROS CORP,1231,2834,Pharmaceutical Preparations,['OMER']
311,1.0,1.0,1.0,0001831631,['NYSE'],"loanDepot, Inc.",1231,6199,Finance Services,['LDI']
312,0.0,0.0,0.0,0001708688,['Nasdaq'],InflaRx N.V.,1231,2834,Pharmaceutical Preparations,['IFRX']
313,1.0,1.0,1.0,0001119190,['OTC'],"HUMBL, INC.",1231,5000,Wholesale-Durable Goods,['HMBL']
314,1.0,0.0,1.0,0001913971,['Nasdaq'],"Princeton Bancorp, Inc.",1231,6022,State Commercial Banks,['BPRN']
315,1.0,1.0,1.0,0001419536,['Nasdaq'],Capital Bancorp Inc,,6021,National Commercial Banks,['CBNK']
316,1.0,1.0,1.0,0001851860,['Nasdaq'],"SMART FOR LIFE, INC.",1231,2833,Medicinal Chemicals & Botanical Products,['SMFL']
317,1.0,1.0,1.0,0001604930,['OTC'],"Life Clips, Inc.",0630,3861,Photographic Equipment & Supplies,['LCLP']
318,1.0,1.0,1.0,0001560327,['Nasdaq'],"Rapid7, Inc.",1231,7372,Services-Prepackaged Software,['RPD']
319,0.0,0.0,0.0,0001394039,['OTC'],CYPRESS DEVELOPMENT CORP,1231,,,['CYDVF']
320,1.0,1.0,1.0,0001524829,['OTC'],Global Seed Corp,1231,2721,Periodicals: Publishing or  Publishing & Printing,['GLBD']
321,1.0,1.0,1.0,0001706946,['NYSE'],"Virgin Galactic Holdings, Inc",1231,4700,Transportation Services,['SPCE']
322,1.0,1.0,1.0,0001849380,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Data Knights Acquisition Corp.,1231,8731,Services-Commercial Physical & Biological Research,"['DKDCA', 'DKDCW', 'DKDCU']"
323,0.0,0.0,0.0,0001454263,['OTC'],STAGEZERO LIFE SCIENCES LTD.,1231,,,['SZLSF']
324,1.0,1.0,1.0,0000927355,['Nasdaq'],TESSCO TECHNOLOGIES INC,0326,5065,"Wholesale-Electronic Parts & Equipment, NEC",['TESS']
325,1.0,1.0,1.0,0000037472,['Nasdaq'],FLEXSTEEL INDUSTRIES INC,0630,2510,Household Furniture,['FLXS']
326,0.0,0.0,0.0,0001895812,[''],Arago Acquisition Corp.,1231,6770,Blank Checks,['ARAG']
327,0.0,0.0,1.0,0001124197,['OTC'],"AMERICAN LEISURE HOLDINGS, INC.",1231,6500,Real Estate,['AMLH']
328,1.0,1.0,1.0,0001392694,"['Nasdaq', 'Nasdaq']","SurgePays, Inc.",1231,7310,Services-Advertising,"['SURG', 'SURGW']"
329,1.0,1.0,1.0,0001562463,"['Nasdaq', 'Nasdaq']",First Internet Bancorp,1231,6022,State Commercial Banks,"['INBK', 'INBKZ']"
330,0.0,0.0,0.0,0001682662,[''],Peachtree Alternative Strategies Fund,0430,,,['XPASX']
331,1.0,1.0,1.0,0001728117,['Nasdaq'],"Gossamer Bio, Inc.",1231,2834,Pharmaceutical Preparations,['GOSS']
332,1.0,1.0,1.0,0000787253,['Nasdaq'],NATURAL ALTERNATIVES INTERNATIONAL INC,0630,2833,Medicinal Chemicals & Botanical Products,['NAII']
333,1.0,1.0,1.0,0001601548,['NYSE'],"V2X, Inc.",1231,8744,Services-Facilities Support Management Services,['VVX']
334,1.0,1.0,1.0,0001022321,['NYSE'],GENESIS ENERGY LP,1231,4610,Pipe Lines (No Natural Gas),['GEL']
335,1.0,1.0,1.0,0001522787,['OTC'],"Cyberfort Software, Inc.",0331,5990,"Retail-Retail Stores, NEC",['CYBF']
336,1.0,1.0,1.0,0001536394,['OTC'],"U.S. Lighting Group, Inc.",1231,3640,Electric Lighting & Wiring Equipment,['USLG']
337,1.0,1.0,1.0,0000715787,['Nasdaq'],INTERFACE INC,0101,2273,Carpets & Rugs,['TILE']
338,0.0,0.0,0.0,0001673362,['OTC'],Curtis Mathes Corp,1231,,,['CMCZ']
339,1.0,1.0,1.0,0001869673,"['NYSE', 'NYSE', 'NYSE']",Berenson Acquisition Corp. I,1231,6770,Blank Checks,"['BACA', 'BACA-UN', 'BACA-WT']"
340,0.0,0.0,0.0,0001872195,[''],Bullish,1231,6199,Finance Services,['BULL']
341,1.0,1.0,1.0,0000827871,['Nasdaq'],"EAGLE PHARMACEUTICALS, INC.",1231,2834,Pharmaceutical Preparations,['EGRX']
342,0.0,0.0,0.0,0001546429,['NYSE'],Blackstone Strategic Credit Fund,1231,,,['BGB']
343,0.0,0.0,0.0,0001290877,"['OTC', 'OTC']",Clinuvel Pharmaceuticals Ltd,0630,8880,American Depositary Receipts,"['CLVLY', 'CLVLF']"
344,1.0,1.0,1.0,0001728951,['NYSE'],"ESSENTIAL PROPERTIES REALTY TRUST, INC.",1231,6798,Real Estate Investment Trusts,['EPRT']
345,1.0,1.0,1.0,0001411690,"['Nasdaq', 'Nasdaq']","Bionano Genomics, Inc.",1231,3826,Laboratory Analytical Instruments,"['BNGO', 'BNGOW']"
346,1.0,1.0,1.0,0001464790,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq']","B. Riley Financial, Inc.",1231,6282,Investment Advice,"['RILY', 'RILYN', 'RILYP', 'RILYG', 'RILYZ', 'RILYM', 'RILYL', 'RILYT', 'RILYK', 'RILYO']"
347,1.0,1.0,1.0,0001292519,['Nasdaq'],INVIVO THERAPEUTICS HOLDINGS CORP.,1231,3841,Surgical & Medical Instruments & Apparatus,['NVIV']
348,1.0,1.0,1.0,0000822370,['OTC'],"Emmaus Life Sciences, Inc.",1231,2834,Pharmaceutical Preparations,['EMMA']
349,1.0,1.0,1.0,0001616262,['Nasdaq'],"Rocky Mountain Chocolate Factory, Inc.",0228,2060,Sugar & Confectionery Products,['RMCF']
350,1.0,1.0,1.0,0001397183,"['Nasdaq', 'Nasdaq']","Iveda Solutions, Inc.",1231,7372,Services-Prepackaged Software,"['IVDA', 'IVDAW']"
351,1.0,1.0,1.0,0001865200,"['NYSE', 'NYSE', 'NYSE']",Southport Acquisition Corp,1231,6770,Blank Checks,"['PORT', 'PORT-WT', 'PORT-UN']"
352,1.0,1.0,1.0,0001843762,"['Nasdaq', 'Nasdaq']","EQRx, Inc.",1231,2834,Pharmaceutical Preparations,"['EQRX', 'EQRXW']"
353,1.0,1.0,1.0,0001319161,['Nasdaq'],Warner Music Group Corp.,0930,7900,Services-Amusement & Recreation Services,['WMG']
354,1.0,1.0,1.0,0001653384,"['Nasdaq', 'Nasdaq']",Runway Growth Finance Corp.,1231,,,"['RWAY', 'RWAYL']"
355,1.0,1.0,1.0,0000714712,['OTC'],JUNIATA VALLEY FINANCIAL CORP,1231,6022,State Commercial Banks,['JUVF']
356,1.0,1.0,1.0,0001581220,['OTC'],Xalles Holdings Inc.,1231,7389,"Services-Business Services, NEC",['XALL']
357,1.0,1.0,1.0,0000785956,['Nasdaq'],J&J SNACK FOODS CORP,0925,2052,Cookies & Crackers,['JJSF']
358,1.0,1.0,1.0,0001737523,['OTC'],BioNexus Gene Lab Corp,1231,8071,Services-Medical Laboratories,['BGLC']
359,1.0,1.0,1.0,0001849011,['NYSE'],Apeiron Capital Investment Corp.,1231,6770,Blank Checks,['APN']
360,0.0,0.0,0.0,0001817241,[''],"Artiva Biotherapeutics, Inc.",1231,2836,"Biological Products, (No Diagnostic Substances)",['RTVA']
361,1.0,1.0,1.0,0000026058,['NYSE'],CTS CORP,1231,3672,Printed Circuit Boards,['CTS']
362,1.0,1.0,1.0,0000932696,['Nasdaq'],INSIGHT ENTERPRISES INC,1231,5961,Retail-Catalog & Mail-Order Houses,['NSIT']
363,1.0,1.0,1.0,0001636050,['Nasdaq'],Sio Gene Therapies Inc.,0331,2834,Pharmaceutical Preparations,['SIOX']
364,1.0,1.0,1.0,0000851520,['Nasdaq'],EXPONENT INC,1230,8742,Services-Management Consulting Services,['EXPO']
365,1.0,1.0,1.0,0001824171,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Kairos Acquisition Corp.,1231,6770,Blank Checks,"['KAIR', 'KAIRW', 'KAIRU']"
366,1.0,1.0,1.0,0001458581,['OTC'],"ZENOSENSE, INC.",1231,1040,Gold and Silver Ores,['ZENO']
367,1.0,1.0,1.0,0000728387,['NYSE'],"Isoray, Inc.",0630,3841,Surgical & Medical Instruments & Apparatus,['ISR']
368,0.0,0.0,1.0,0000851170,['NYSE'],MFS CHARTER INCOME TRUST,1130,,,['MCR']
369,1.0,1.0,1.0,0001665598,[''],"RC-1, Inc.",1231,7948,"Services-Racing, Including Track Operation",['RCCC']
370,1.0,1.0,1.0,0001591670,['NYSE'],Farmland Partners Inc.,1231,6798,Real Estate Investment Trusts,['FPI']
371,1.0,1.0,1.0,0001828914,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Athlon Acquisition Corp.,1231,6770,Blank Checks,"['SWET', 'SWETU', 'SWETW']"
372,1.0,1.0,1.0,0001842718,['Nasdaq'],INTEGRAL AD SCIENCE HOLDING CORP.,1231,7370,"Services-Computer Programming, Data Processing, Etc.",['IAS']
373,1.0,1.0,1.0,0000084839,['NYSE'],ROLLINS INC,1231,7340,Services-To Dwellings & Other Buildings,['ROL']
374,1.0,1.0,1.0,0001709164,['NYSE'],Hamilton Beach Brands Holding Co,1231,3634,Electric Housewares & Fans,['HBB']
375,1.0,1.0,1.0,0001504461,"['NYSE', 'NYSE', 'NYSE']",NGL Energy Partners LP,0331,4922,Natural Gas Transmission,"['NGL', 'NGL-PB', 'NGL-PC']"
376,0.0,0.0,1.0,0001509253,['NYSE'],Nuveen Short Duration Credit Opportunities Fund,,,,['JSD']
377,1.0,1.0,1.0,0001837248,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Sustainable Development Acquisition I Corp.,1231,6770,Blank Checks,"['SDAC', 'SDACU', 'SDACW']"
378,1.0,1.0,1.0,0001005286,['Nasdaq'],LANDEC CORP \CA\,0530,2834,Pharmaceutical Preparations,['LNDC']
379,1.0,1.0,1.0,0001844336,"['Nasdaq', 'Nasdaq', 'Nasdaq']",FINTECH ACQUISITION CORP VI,1231,6770,Blank Checks,"['FTVI', 'FTVIU', 'FTVIW']"
380,1.0,1.0,1.0,0001626115,['NYSE'],PJT Partners Inc.,1231,6282,Investment Advice,['PJT']
381,0.0,0.0,0.0,0001628808,['Nasdaq'],Profound Medical Corp.,1231,3841,Surgical & Medical Instruments & Apparatus,['PROF']
382,1.0,1.0,1.0,0001865191,"['Nasdaq', 'Nasdaq', 'Nasdaq']",TG Venture Acquisition Corp.,1231,6770,Blank Checks,"['TGVC', 'TGVCU', 'TGVCW']"
383,1.0,1.0,1.0,0001827248,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Epiphany Technology Acquisition Corp.,1231,6770,Blank Checks,"['EPHY', 'EPHYW', 'EPHYU']"
384,1.0,1.0,1.0,0001324424,['Nasdaq'],"Expedia Group, Inc.",1231,4700,Transportation Services,['EXPE']
385,1.0,1.0,1.0,0001583708,['NYSE'],"SentinelOne, Inc.",0131,7372,Services-Prepackaged Software,['S']
