,index,Unnamed: 0,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
151,538,538,NEW YORK,NY,254 WEST 31ST STREET,11TH FLOOR,10001,1410428,"XWELL, Inc.",NEW YORK,NY,254 WEST 31ST STREET,11TH FLOOR,10001
152,541,541,BOSTON,MA,225 FRANKLIN STREET,SUITE 2100,02110,1593899,"Atea Pharmaceuticals, Inc.",BOSTON,MA,225 FRANKLIN STREET,SUITE 2100,02110
153,550,550,SANTA MONICA,CA,2834 COLORADO AVENUE,SUITE 100,90404,1846576,"FIGS, Inc.",SANTA MONICA,CA,2834 COLORADO AVENUE,SUITE 100,90404
154,554,554,LINCOLNSHIRE,IL,250 PARKWAY DRIVE,SUITE 270,60048,1669779,"Camping World Holdings, Inc.",LINCOLNSHIRE,IL,250 PARKWAY DRIVE,SUITE 270,60048
156,566,566,RENTON,WA,700 S RENTON VILLAGE PLACE,SEVENTH FLOOR,98057,1171155,"RADIANT LOGISTICS, INC",RENTON,WA,700 S RENTON VILLAGE PLACE,SEVENTH FLOOR,98057
157,568,568,JERSEY CITY,NJ,525 WASHINGTON BLVD,SUITE 1400,07310,1777921,"AvePoint, Inc.",JERSEY CITY,NJ,525 WASHINGTON BLVD,SUITE 1400,07310
158,574,574,GREAT NECK,NY,98 CUTTER MILL ROAD,SUITE 322,11021,1422892,Singularity Future Technology Ltd.,GREAT NECK,NY,98 CUTTER MILL ROAD,SUITE 322,11021
159,582,582,COLLEGEVILLE,PA,100 SPRINGHOUSE DRIVE,SUITE 204,19420,1852407,Fintech Ecosystem Development Corp.,COLLEGEVILLE,PA,100 SPRINGHOUSE DRIVE,SUITE 204,19420
160,590,590,BOCA RATON,FL,2650 NORTH MILITARY TRAIL,SUITE 300,33431,1720116,"Red Violet, Inc.",BOCA RATON,FL,2650 NORTH MILITARY TRAIL,SUITE 300,33431
162,597,597,LOS ANGELES,CA,1900 AVENUE OF THE STARS,SUITE 1500,90067,56679,KORN FERRY,LOS ANGELES,CA,1900 AVENUE OF THE STARS,SUITE 1500,90067
163,605,605,ATLANTA,GA,1720 PEACHTREE STREET,SUITE 629,30309,1704760,"American Virtual Cloud Technologies, Inc.",ATLANTA,GA,1720 PEACHTREE STREET,SUITE 629,30309
164,612,612,TEMPE,AZ,350 WEST WASHINGTON STREET,SUITE 600,85281,1274494,"FIRST SOLAR, INC.",TEMPE,AZ,350 WEST WASHINGTON STREET,SUITE 600,85281
165,616,616,ATLANTA,GA,3280 PEACHTREE ROAD N.W.,SUITE 2300,30305,1058623,CUMULUS MEDIA INC,ATLANTA,GA,3280 PEACHTREE ROAD N.W.,SUITE 2300,30305
166,620,620,LOS ANGELES,CA,11400 WEST OLYMPIC BLVD.,SUITE 200,90064,1873835,"Immix Biopharma, Inc.",LOS ANGELES,CA,10573 W. PICO BLVD.,#58,90064
167,624,624,KEENE,NH,P O BOX 187,5 N. LINCOLN STREET,03431,72633,NORTH EUROPEAN OIL ROYALTY TRUST,KEENE,NH,P O BOX 187,5 N. LINCOLN STREET,03431
168,627,627,CHICAGO,IL,1 NORTH WACKER DRIVE,SUITE 4200,60606,921825,FIRST INDUSTRIAL REALTY TRUST INC,CHICAGO,IL,1 NORTH WACKER DRIVE,SUITE 4200,60606
169,628,628,LOS ANGELES,CA,10900 WILSHIRE BLVD,SUITE 600,90024,1386570,ChromaDex Corp.,LOS ANGELES,CA,10900 WILSHIRE BLVD,SUITE 600,90024
170,633,633,NEW YORK,NY,345 PARK AVENUE,24TH FLOOR,10154,1061630,"BLACKSTONE MORTGAGE TRUST, INC.",NEW YORK,NY,345 PARK AVENUE,24TH FLOOR,10154
171,634,634,ATLANTA,GA,999 PEACHTREE STREET NE,SUITE 688,30309,75288,OXFORD INDUSTRIES INC,ATLANTA,GA,999 PEACHTREE STREET NE,SUITE 688,30309
173,642,642,THE WOODLANDS,TX,1735 HUGHES LANDING BLVD,STE 200,77380,1449488,CSI Compressco LP,THE WOODLANDS,TX,1735 HUGHES LANDING BLVD,STE 200,77380
174,645,645,LOWELL,AR,615 JB HUNT CORPORATE DR,PO BOX 130,72745,728535,HUNT J B TRANSPORT SERVICES INC,LOWELL,AR,615 JB HUNT CORPORATE DRIVE,PO BOX 130,72745
175,658,658,SOUTHLAKE,TX,600 N. CARROLL AVE.,STE. 100,76092,1823143,MDH Acquisition Corp.,SOUTHLAKE,TX,600 N. CARROLL AVE.,STE. 100,76092
176,663,663,WESTCHESTER,IL,TWO WESTBROOK CORPORATE CENTER,10TH FLOOR,60154,1745041,"IAA, Inc.",WESTCHESTER,IL,TWO WESTBROOK CORPORATE CENTER,10TH FLOOR,60154
177,664,664,JACKSONVILLE,FL,200 W. FORSYTH ST.,7TH FLOOR,32202,1616741,"PATRIOT TRANSPORTATION HOLDING, INC.",JACKSONVILLE,FL,200 W. FORSYTH ST.,7TH FLOOR,32202
178,666,666,ATLANTA,GA,3280 PEACHTREE ROAD,SUITE 2400,30305,1175454,FLEETCOR TECHNOLOGIES INC,ATLANTA,GA,3280 PEACHTREE ROAD,SUITE 2400,30305
179,674,674,MIAMI,FL,78 SW 7TH STREET,OFFICE NO. 06-117,33130,1870258,MELI Kaszek Pioneer Corp,MIAMI,FL,78 SW 7TH STREET,OFFICE NO. 06-117,33130
180,675,675,NEWTON,MA,RIVERSIDE CENTER,"275 GROVE STREET, SUITE 2-400",02466,1842329,Agile Growth Corp.,NEWTON,MA,RIVERSIDE CENTER,"275 GROVE STREET, SUITE 2-400",02466
181,676,676,HOUSTON,TX,3200 KIRBY DR.,SUITE 600,77098,1392972,"PROS Holdings, Inc.",HOUSTON,TX,3200 KIRBY DR.,SUITE 600,77098
182,685,685,SAN JOSE,CA,1720 N FIRST ST,C/O CALIFORNIA WATER SERVICE CO,95112,1035201,CALIFORNIA WATER SERVICE GROUP,SAN JOSE,CA,1720 FIRST ST,C/O CALIFORNIA WATER SERVICE CO,95112
183,689,689,MANSFIELD,OH,600 SOUTH AIRPORT ROAD,P.O. BOX 1217,44901,42682,GORMAN RUPP CO,MANSFIELD,OH,600 SOUTH AIRPORT ROAD,P.O. BOX 1217,44901
184,695,695,MILWAUKEE,WI,100 EAST WISCONSIN AVENUE,SUITE 1900,53202-4125,62234,MARCUS CORP,MILWAUKEE,WI,100 EAST WISCONSIN AVENUE,SUITE 1900,53202-4125
185,710,710,ARLINGTON,VA,4601 FAIRFAX DRIVE,SUITE 600,22203,1868941,"Fluence Energy, Inc.",ARLINGTON,VA,4601 FAIRFAX DRIVE,SUITE 600,22203
186,714,714,WALTHAM,MA,35 GATEHOUSE DRIVE,"BUILDING D, FLOOR 3",02451,1395937,Syndax Pharmaceuticals Inc,WALTHAM,MA,35 GATEHOUSE DRIVE,"BUILDING D, FLOOR 3",02451
187,715,715,NEW YORK,NY,595 MADISON AVENUE,29TH FLOOR,10022,1847351,Beard Energy Transition Acquisition Corp.,NEW YORK,NY,595 MADISON AVENUE,29TH FLOOR,10022
189,728,728,NEW YORK,NY,1 WORLD TRADE CENTER,FLOOR 85,10007,1848948,10X Capital Venture Acquisition Corp. III,NEW YORK,NY,1 WORLD TRADE CENTER,FLOOR 85,10007
190,730,730,HOUSTON,TX,1201 LOUISIANA STREET,SUITE 3100,77002,61398,TELLURIAN INC. /DE/,HOUSTON,TX,1201 LOUISIANA STREET,SUITE 3100,77002
191,734,734,ROWAYTON,CT,137 ROWAYTON AVENUE,SUITE 400,06853,1852016,AltEnergy Acquisition Corp,ROWAYTON,CT,137 ROWAYTON AVENUE,SUITE 400,06853
192,741,741,SEATTLE,WA,"REMITLY GLOBAL, INC.","1111 3RD AVE., 21ST FLOOR",98101,1782170,"Remitly Global, Inc.",SEATTLE,WA,"REMITLY GLOBAL, INC.","1111 3RD AVE., 21ST FLOOR",98101
193,746,746,MADISON,WI,133 SOUTH BLAIR STREET,P.O. BOX 1231,53701-1231,1161728,MGE ENERGY INC,MADISON,WI,133 SOUTH BLAIR STREET,P.O. BOX 1231,53701-1231
194,747,747,ROCKVILLE,MD,9605 MEDICAL CENTER DRIVE,SUITE 270,20850,894158,"Theriva Biologics, Inc.",ROCKVILLE,MD,9605 MEDICAL CENTER DRIVE,SUITE 270,20850
195,754,754,WEBSTER,TX,17146 FEATHERCRAFT LANE,SUITE 450,77598,1849820,"Nauticus Robotics, Inc.",WEBSTER,TX,17146 FEATHERCRAFT LANE,SUITE 450,77598
196,756,756,BETHESDA,MD,6901 ROCKLEDGE DR,SUITE 800,20817,1065059,CENTRUS ENERGY CORP,BETHESDA,MD,6901 ROCKLEDGE DR,SUITE 800,20817
197,760,760,TULSA,OK,15 W. SIXTH STREET,SUITE 900,74119,1528129,"Laredo Petroleum, Inc.",TULSA,OK,15 W. SIXTH STREET,SUITE 900,74119
198,761,761,NEW YORK,NY,EMPIRE STATE BUILDING,"20 WEST 34TH STREET, SUITE 4215",10001,1845550,Alpha Partners Technology Merger Corp.,NEW YORK,NY,228 PARK AVENUE SOUTH,PMB 84483,10003-1502
199,763,763,NEW YORK,NY,350 FIFTH AVENUE,SUITE 7530,10118,1281895,"ROCKET PHARMACEUTICALS, INC.",NEW YORK,NY,350 FIFTH AVENUE,SUITE 7530,10118
201,765,765,SUNRISE,FL,14050 NW 14 STREET,SUITE 180,33323,1069996,FedNat Holding Co,SUNRISE,FL,14050 NW 14 STREET,SUITE 180,33323
202,773,773,ALPHARETTA,GA,2400 OLD MILTON PARKWAY,BOX 1353,30009,1008586,STREAMLINE HEALTH SOLUTIONS INC.,ALPHARETTA,GA,2400 OLD MILTON PARKWAY,BOX 1353,30009
203,774,774,WILMINGTON,DE,1201 ORANGE STREET,SUITE 600,19801,1719406,"NRX Pharmaceuticals, Inc.",WILMINGTON,DE,1201 ORANGE STREET,SUITE 600,19801
204,780,780,SOUTH SAN FRANCISCO,CA,131 OYSTER POINT BOULEVARD,SUITE 300,94080,1708493,"Harpoon Therapeutics, Inc.",SOUTH SAN FRANCISCO,CA,131 OYSTER POINT BOULEVARD,SUITE 300,94080
205,790,790,MIAMI,FL,78 SW 7TH STREET,SUITE 500,33130,1890671,DUET Acquisition Corp.,MIAMI,FL,78 SW 7TH STREET,SUITE 500,33130
206,791,791,NEWPORT NEWS,VA,4101 WASHINGTON AVENUE,"909-7, 7J2",23607,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",NEWPORT NEWS,VA,4101 WASHINGTON AVENUE,"909-7, 7J2",23607
207,797,797,PRINCETON,NJ,100 OVERLOOK CENTER,SUITE 102,08540,1106838,"Sonnet BioTherapeutics Holdings, Inc.",PRINCETON,NJ,100 OVERLOOK CENTER,SUITE 102,08540
208,799,799,WALNUT CREEK,CA,1850 MT. DIABLO BLVD.,SUITE 640,94596,1376227,"United States Natural Gas Fund, LP",WALNUT CREEK,CA,1850 MT. DIABLO BLVD.,SUITE 640,94596
209,801,801,HOUSTON,TX,800 GESSNER,SUITE 500,77024,1031203,GROUP 1 AUTOMOTIVE INC,HOUSTON,TX,800 GESSNER,SUITE 500,77024
210,807,807,PLANO,TX,5851 LEGACY CIRCLE,SUITE 1200,75024,945764,DENBURY INC,PLANO,TX,5851 LEGACY CIRCLE,SUITE 1200,75024
211,810,810,CHICAGO,IL,200 E. RANDOLPH ST.,SUITE 3300,60601,860748,KEMPER Corp,CHICAGO,IL,200 E. RANDOLPH ST.,SUITE 3300,60601
212,825,825,WASHINGTON,DC,1775 I STREET NW,SUITE 910,20006,1848437,Cartica Acquisition Corp,WASHINGTON,DC,1775 I STREET NW,SUITE 910,20006
213,828,828,NASHVILLE,TN,"1201 DEMONBREUN STREET, SUITE 700",SUITE 700,37203,1676479,"CapStar Financial Holdings, Inc.",NASHVILLE,TN,"1201 DEMONBREUN STREET, SUITE 700",SUITE 700,37203
214,829,829,NEW YORK,NY,285 FULTON STREET,"ONE WORLD TRADE CENTER, 82ND FLOOR",10007,1431695,Olo Inc.,NEW YORK,NY,285 FULTON STREET,"ONE WORLD TRADE CENTER, 82ND FLOOR",10007
215,831,831,WILSONVILLE,OR,26440 SW PARKWAY AVE.,BLDG. 83,97070,1819438,"ESS Tech, Inc.",WILSONVILLE,OR,26440 SW PARKWAY AVE.,BLDG. 83,97070
216,836,836,NEW YORK,NY,EMPIRE STATE BUILDING,"350 5TH AVENUE, SUITE 5330",10118,1740279,"IN8BIO, INC.",NEW YORK,NY,EMPIRE STATE BUILDING,"350 5TH AVENUE, SUITE 5330",10118
217,838,838,LOS ANGELES,CA,700 SOUTH FLOWER STREET,SUITE 640,90017,1818383,"MediaAlpha, Inc.",LOS ANGELES,CA,700 SOUTH FLOWER STREET,SUITE 640,90017
218,839,839,TYSONS,VA,8350 BROAD STREET,SUITE 2000,22102-5151,39899,TEGNA INC,TYSONS,VA,8350 BROAD STREET,SUITE 2000,22102-5151
219,840,840,MIAMI,FL,777 SW 37TH AVENUE,SUITE 510,33135-3250,1828735,Benessere Capital Acquisition Corp.,MIAMI,FL,777 SW 37TH AVENUE,SUITE 510,33135-3250
220,841,841,NEW YORK,NY,1177 AVENUE OF THE AMERICAS,5TH FLOOR,10036,1842939,ALPHA HEALTHCARE ACQUISITION CORP III,NEW YORK,NY,1177 AVENUE OF THE AMERICAS,5TH FLOOR,10036
221,843,843,INDIANAPOLIS,IN,30 S MERIDIAN STREET,SUITE 1100,46204,1286043,KITE REALTY GROUP TRUST,INDIANAPOLIS,IN,30 S MERIDIAN STREET,SUITE 1100,46204
222,849,849,NEW YORK,NY,19 WEST 24TH ST.,10TH FLOOR,10010,1848821,Global Technology Acquisition Corp. I,NEW YORK,NY,19 WEST 24TH ST.,10TH FLOOR,10010
224,859,859,ROCHESTER,NY,75 S. CLINTON AVE.,SUITE 510,14604,1104038,"VerifyMe, Inc.",ROCHESTER,NY,75 S. CLINTON AVE.,SUITE 510,14604
225,862,862,LAS VEGAS,NV,9205 WEST RUSSELL ROAD,SUITE #400,89148,1299709,"Axos Financial, Inc.",LAS VEGAS,NV,9205 WEST RUSSELL ROAD,SUITE #400,89148
226,866,866,CONSHOHOCKEN,PA,110 WASHINGTON STREET,SUITE 1300,19428,1826814,"Hamilton Lane Alliance Holdings I, Inc.",CONSHOHOCKEN,PA,110 WASHINGTON STREET,SUITE 1300,19428
227,873,873,MIDLAND,VA,ROUTE 28,P O BOX 300,22728,924719,SMITH MIDLAND CORP,MIDLAND,VA,RT 28,PO BOX 300,22728
228,876,876,DALLAS,TX,1603 LBJ FREEWAY,SUITE 800,75234,733590,TRANSCONTINENTAL REALTY INVESTORS INC,DALLAS,TX,1603 LBJ FREEWAY,SUITE 800,75234
229,883,883,NEW YORK,NY,"C/O WORLD GOLD TRUST SERVICES, LLC","685 THIRD AVENUE, SUITE 2702",10017,1222333,SPDR GOLD TRUST,NEW YORK,NY,685 THIRD AVENUE,SUITE 2702,10017
230,889,889,PALO ALTO,CA,3000 EL CAMINO REAL,"BLDG 4, STE 200",94306,1690080,180 Life Sciences Corp.,PALO ALTO,CA,3000 EL CAMINO REAL,"BLDG 4, STE 200",94306
231,894,894,WEST HOLLYWOOD,CA,9255 SUNSET BOULEVARD,SUITE 515,90069,1879297,LAMF Global Ventures Corp. I,WEST HOLLYWOOD,CA,9255 SUNSET BOULEVARD,SUITE 515,90069
232,895,895,RIDGEFIELD PARK,NJ,55 CHALLENGER ROAD,SUITE 202,07660,903651,INNODATA INC,RIDGEFIELD PARK,NJ,55 CHALLENGER ROAD,SUITE 202,07660
233,899,899,AUSTIN,TX,401 CONGRESS AVE.,SUITE 1850,78701,1505155,"Upland Software, Inc.",AUSTIN,TX,401 CONGRESS AVE.,SUITE 1850,78701
234,902,902,NEW YORK,NY,"295 MADISON AVENUE,",SUITE 2400,10017,1682639,"EYENOVIA, INC.",NEW YORK,NY,"295 MADISON AVENUE,",SUITE 2400,10017
235,906,906,ENGLEWOOD,CO,8310 SOUTH VALLEY HIGHWAY,SUITE 350,80112,1054905,INNOSPEC INC.,ENGLEWOOD,CO,8310 SOUTH VALLEY HIGHWAY,SUITE 350,80112
236,908,908,RENO,NV,3800 S VIRGINIA STREET,EXECUTIVE OFFICES,89502,907242,MONARCH CASINO & RESORT INC,RENO,NV,3800 S VIRGINIA STREET,EXECUTIVE OFFICES,89502
237,912,912,DENVER,CO,7900 E. UNION AVENUE,SUITE 320,80237,1160791,GOLD RESOURCE CORP,DENVER,CO,7900 E. UNION AVENUE,SUITE 320,80237
238,914,914,SAN JOSE,CA,1740 TECHNOLOGY DRIVE,SUITE 150,95110,1618732,"Nutanix, Inc.",SAN JOSE,CA,1740 TECHNOLOGY DRIVE,SUITE 150,95110
239,916,916,DOWNERS GROVE,IL,3500 LACEY ROAD,SUITE 700,60515,1328237,Invesco DB Commodity Index Tracking Fund,DOWNERS GROVE,IL,3500 LACEY ROAD,SUITE 700,60515
240,917,917,NEW YORK,NY,19 W 44TH STREET,SUITE 1002,10036,842183,RPT Realty,NEW YORK,NY,19 W 44TH STREET,SUITE 1002,10036
241,918,918,WALNUT CREEK,CA,1850 MT. DIABLO BLVD.,SUITE 640,94596,1327068,"United States Oil Fund, LP",WALNUT CREEK,CA,1850 MT. DIABLO BLVD.,SUITE 640,94596
242,921,921,FORT LAUDERDALE,FL,500 EAST BROWARD BOULEVARD,SUITE 1860,33394,1590714,Element Solutions Inc,FORT LAUDERDALE,FL,500 EAST BROWARD BOULEVARD,SUITE 1860,33394
243,922,922,LEXINGTON,MA,65 HAYDEN AVE,2ND FLOOR,02421,1664106,"LogicBio Therapeutics, Inc.",LEXINGTON,MA,65 HAYDEN AVE,2ND FLOOR,02421
244,923,923,CHICAGO,IL,1 SOUTH WACKER DRIVE,SUITE 1000,60606,949157,CENTURY ALUMINUM CO,CHICAGO,IL,1 SOUTH WACKER DRIVE,SUITE 1000,60606
245,938,938,IRVINE,CA,18500 VON KARMAN,SUITE 550,92612,1492298,"Sabra Health Care REIT, Inc.",IRVINE,CA,18500 VON KARMAN,SUITE 550,92612
246,940,940,SAN FRANCISCO,CA,"C/O TPG CAPITAL, L.P.","345 CALIFORNIA STREET, SUITE 3300",94104,1630472,"TPG RE Finance Trust, Inc.",SAN FRANCISCO,CA,"C/O TPG CAPITAL, L.P.","345 CALIFORNIA STREET, SUITE 3300",94104
247,944,944,WAYNE,PA,550 EAST SWEDESFORD ROAD,SUITE 350,19087,890926,RADIAN GROUP INC,WAYNE,PA,550 EAST SWEDESFORD ROAD,SUITE 350,19087
248,951,951,MORRISVILLE,NC,627 DAVIS DRIVE,SUITE 400,27560,1476963,"NightHawk Biosciences, Inc.",MORRISVILLE,NC,627 DAVIS DRIVE,SUITE 400,27560
249,954,954,CAMBRIDGE,MA,675 MASSACHUSETTS AVENUE,14TH FLOOR,02139,1701108,"Spero Therapeutics, Inc.",CAMBRIDGE,MA,675 MASSACHUSETTS AVENUE,14TH FLOOR,02139
250,958,958,MINNEAPOLIS,MN,100 WASHINGTON AVE. S.,SUITE 1100,55401,1721947,Jamf Holding Corp.,MINNEAPOLIS,MN,100 WASHINGTON AVE. S.,SUITE 1100,55401
251,960,960,SEATTLE,WA,400 FAIRVIEW AVENUE NORTH,SUITE 1200,98109,1114995,IMPINJ INC,SEATTLE,WA,400 FAIRVIEW AVENUE NORTH,SUITE 1200,98109
252,962,962,DALLAS,TX,1717 MAIN STREET,SUITE 3388,75201,1851657,"Vaxxinity, Inc.",DALLAS,TX,1717 MAIN STREET,SUITE 3388,75201
253,965,965,BETHESDA,MD,7501 WISCONSIN AVENUE,SUITE 1500,20814,907254,"SAUL CENTERS, INC.",BETHESDA,MD,7501 WISCONSIN AVENUE,SUITE 1500,20814
254,969,969,PLYMOUTH MEETING,PA,630 W GERMANTOWN PIKE,SUITE 215,19462,1802665,"Harmony Biosciences Holdings, Inc.",PLYMOUTH MEETING,PA,630 W GERMANTOWN PIKE,SUITE 215,19462
255,973,973,WASHINGTON,DC,"1775 EYE STREET, NW",SUITE 1000,20006,104894,Elme Communities,WASHINGTON,DC,"1775 EYE STREET, NW",SUITE 1000,20006
256,974,974,FAIRFAX,VA,11325 RANDOM HILLS ROAD,SUITE 240,22030,1675644,"FVCBankcorp, Inc.",FAIRFAX,VA,11325 RANDOM HILLS ROAD,SUITE 240,22030
257,982,982,ATLANTA,GA,1000 ABERNATHY ROAD NE,"BUILDING 400, SUITE 1700",30328,1599489,Veritiv Corp,ATLANTA,GA,1000 ABERNATHY ROAD NE,"BUILDING 400, SUITE 1700",30328
258,983,983,BOCA RATON,FL,750 PARK OF COMMERCE DRIVE,SUITE 210,33487,1679688,"DigitalBridge Group, Inc.",BOCA RATON,FL,750 PARK OF COMMERCE DRIVE,SUITE 210,33487
259,985,985,CLEVELAND,OH,5875 LANDERBROOK DRIVE,SUITE 300,44124,1173514,"HYSTER-YALE MATERIALS HANDLING, INC.",CLEVELAND,OH,5875 LANDERBROOK DRIVE,SUITE 300,44124
260,986,986,CONCORD,CA,1220 CONCORD AVENUE,SUITE 600,94520,1020214,CERUS CORP,CONCORD,CA,1220 CONCORD AVENUE,SUITE 600,94520
261,989,989,CHARLOTTE,NC,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255,70858,BANK OF AMERICA CORP /DE/,CHARLOTTE,NC,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
262,990,990,OMAHA,NE,1601 DODGE STREET,SUITE 3300,68102,1823587,Sky Harbour Group Corp,OMAHA,NE,1601 DODGE STREET,SUITE 3300,68102
263,1001,1001,BOSTON,MA,10 POST OFFICE SQUARE,SUITE 502 SOUTH,02109,1322505,"ALBIREO PHARMA, INC.",BOSTON,MA,10 POST OFFICE SQUARE,SUITE 502 SOUTH,02109
264,1004,1004,Laguna Hills,CA,26061 MERIT CIRCLE,SUITE 101,92653,1407973,"Sonendo, Inc.",Laguna Hills,CA,26061 MERIT CIRCLE,SUITE 101,92653
265,1008,1008,SALT LAKE CITY,UT,1215 E. WILMINGTON AVENUE,SUITE 200,84106,1857853,"Traeger, Inc.",SALT LAKE CITY,UT,1215 E. WILMINGTON AVENUE,SUITE 200,84106
266,1015,1015,THE WOODLANDS,TX,2445 TECHNOLOGY FOREST BLVD.,LEVEL 6,77381,1888447,"Excelerate Energy, Inc.",THE WOODLANDS,TX,2445 TECHNOLOGY FOREST BLVD.,LEVEL 6,77381
267,1022,1022,LISLE,IL,1011 WARRENVILLE ROAD,SUITE 600,60532,1514705,"SunCoke Energy, Inc.",LISLE,IL,1011 WARRENVILLE ROAD,SUITE 600,60532
268,1029,1029,BOULDER,CO,2100 CENTRAL AVENUE,SUITE 200,80301,1554818,AUDDIA INC.,BOULDER,CO,2100 CENTRAL AVENUE,SUITE 200,80301
269,1030,1030,SANTA MONICA,CA,2700 COLORADO AVENUE,SUITE 200,90404,929351,LIONS GATE ENTERTAINMENT CORP /CN/,VANCOUVER,A1,250 HOWE STREET,20TH FLOOR,V6C #R8
270,1031,1031,FORT WORTH,TX,421 W. 3RD STREET,SUITE 1000,76102,1792849,"HighPeak Energy, Inc.",FORT WORTH,TX,421 W. 3RD STREET,SUITE 1000,76102
271,1038,1038,CAMBRIDGE,MA,40 ERIE STREET,SUITE 130,02139,1652130,"Intellia Therapeutics, Inc.",CAMBRIDGE,MA,40 ERIE STREET,SUITE 130,02139
272,1039,1039,PITTSBURGH,PA,525 WILLIAM PENN PLACE,SUITE 3300,15219,55242,KENNAMETAL INC,PITTSBURGH,PA,525 WILLIAM PENN PLACE,SUITE 3300,15219
273,1040,1040,NEW YORK,NY,292 MADISON AVENUE,FLOOR 8,10017,1829427,Powered Brands,NEW YORK,NY,292 MADISON AVENUE,FLOOR 8,10017
274,1042,1042,CHARLESTON,WV,25 GATEWATER ROAD,P O BOX 7520,25313,726854,CITY HOLDING CO,CHARLESTON,WV,25 GATEWATER ROAD,P O BOX 7520,25313
275,1044,1044,AUSTIN,TX,3500 JEFFERSON,SUITE 303,78731,1838666,Build Acquisition Corp.,AUSTIN,TX,3500 JEFFERSON,SUITE 303,78731
276,1049,1049,CHICAGO,IL,EQUITY RESIDENTIAL,"TWO NORTH RIVERSIDE PLAZA, SUITE 400",60606,906107,EQUITY RESIDENTIAL,CHICAGO,IL,TWO NORTH RIVERSIDE PLAZA,SUITE 400,60606
277,1064,1064,CHICAGO,IL,222 W. MERCHANDISE MART PLAZA,SUITE 1300,60654,23217,CONAGRA BRANDS INC.,CHICAGO,IL,222 W. MERCHANDISE MART PLAZA,SUITE 1300,60654
279,1077,1077,HAUPPAUGE,NY,898 VETERANS MEMORIAL HIGHWAY,SUITE 560,11788,846617,"Dime Community Bancshares, Inc. /NY/",HAUPPAUGE,NY,898 VETERANS MEMORIAL HIGHWAY,SUITE 560,11788
280,1086,1086,FORT WORTH,TX,301 COMMERCE STREET,SUITE 3300,76102,1865975,AfterNext HealthTech Acquisition Corp.,FORT WORTH,TX,301 COMMERCE STREET,SUITE 3300,76102
281,1090,1090,SOLANA BEACH,CA,120 S. SIERRA AVENUE,SUITE 100,92075,1285550,"ClearPoint Neuro, Inc.",SOLANA BEACH,CA,120 S. SIERRA AVENUE,SUITE 100,92075
282,1093,1093,BLUE BELL,PA,980 JOLLY ROAD,SUITE 300,19422,1734713,"BrightView Holdings, Inc.",BLUE BELL,PA,980 JOLLY ROAD,SUITE 300,19422
283,1097,1097,WEST PALM BEACH,FL,777 SOUTH FLAGLER DRIVE,SUITE 1401 EAST TOWER,33401,1004434,"AFFILIATED MANAGERS GROUP, INC.",WEST PALM BEACH,FL,777 SOUTH FLAGLER DRIVE,SUITE 1401 EAST TOWER,33401
284,1098,1098,HOUSTON,TX,8550 MOSLEY DR,POST OFFICE BOX 12818,77075,80420,POWELL INDUSTRIES INC,HOUSTON,TX,8550 MOSLEY DRIVE P O BOX 12818,8550 MOSLEY DRIVE P O BOX 12818,77075
285,1101,1101,NASHVILLE,TN,1222 DEMONBREUN STREET,SUITE 2000,37203,1479290,"Revance Therapeutics, Inc.",NASHVILLE,TN,1222 DEMONBREUN STREET,SUITE 2000,37203
286,1110,1110,AUSTIN,TX,13001 W. HWY 71,SUITE 201,78738,1836100,Goal Acquisitions Corp.,AUSTIN,TX,13001 W. HWY 71,SUITE 201,78738
287,1119,1119,CHICAGO,IL,420 NORTH WABASH AVENUE,SUITE 500,60611,1867949,"Chicago Atlantic Real Estate Finance, Inc.",CHICAGO,IL,420 NORTH WABASH AVENUE,SUITE 500,60611
288,1123,1123,DENVER,CO,3601 WALNUT STREET,SUITE 400,80205,1853145,EverCommerce Inc.,DENVER,CO,3601 WALNUT STREET,SUITE 400,80205
289,1125,1125,BOSTON,MA,200 CLAREDON ST,53RD FLOOR,02116,1748824,BrightSphere Investment Group Inc.,BOSTON,MA,200 CLAREDON ST,53RD FLOOR,02116
290,1128,1128,PHOENIX,AZ,1 N. 1ST ST.,3RD FLOOR,85004,1786108,Trinity Capital Inc.,PHOENIX,AZ,1 N. 1ST ST.,3RD FLOOR,85004
291,1129,1129,SAN DIEGO,CA,600 B STREET,SUITE 100,92101,807863,MITEK SYSTEMS INC,SAN DIEGO,CA,600 B STREET,SUITE 100,92101
292,1132,1132,CHARLOTTE,NC,101 N. TRYON STREET,SUITE 1000,28246,1821850,Sunlight Financial Holdings Inc.,CHARLOTTE,NC,101 N. TRYON STREET,SUITE 1000,28246
293,1133,1133,HOUSTON,TX,500 DALLAS STREET,SUITE 1700,77002,1533924,Amplify Energy Corp.,HOUSTON,TX,500 DALLAS STREET,SUITE 1700,77002
294,1135,1135,PIKEVILLE,KY,346 NORTH MAYO TRAIL,P.O. BOX 2947,41502-2947,350852,COMMUNITY TRUST BANCORP INC /KY/,PIKEVILLE,KY,346 NORTH MAYO TRAIL,P.O. BOX 2947,41502-2947
